"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"San Marino","SMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","23","23","23","23","23","23","23","","","",
"Somalia","SOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","439050","439100","439150","439200","439250","439300","439350","439400","439450","439500","439550","439600","439650","439700","439750","439800","439850","439900","439950","440000","440050","440100","440150","440200","440250","440300","440350","440390","440400","440420","440420","440430","440440","440500","440560","440610","440660","440670","440670","440670","440710","440900","441090","441570","441260","440760","440260","441260","441260","441260","440260","440260","441260","441260","441260","441260","441260","441260","441270","441280","441290","","","",
"Serbia","SRB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35729","36036","35180","35216","35282","34626","34912","35064","34810","34560","34190","34640","34600","34820","34850","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7468896.176","7464978.571","7471972.854","7471860.963","7469108.88","7472205.933","7472953.79","7486512.816","7493035.943","7496277.886","7511934.677","7516704.261","7520734.236","7518393.476","7531666.168","7538772.508","7543278.751","7558857.779","7564342.428","7576177.165","7591095.224","7603138.479","7618825.596","7632837.681","7666564.38","7688242.991","7694771.411","7715349.141","7729519.938","7757628.56","7786571.907","7824789.605","7938175.688","7985968.278","8042037.911","8070794.251","8103568.857","8126694.699","8174624.75","8208673.214","8232430.841","8253858.651","8283841.396","8289039.59","8360022.615","8372428.341","8402743.749","8436381.062","8478767.513","8517487.856","8554752.147","9999494.24","10038577.357","10067039.553","10101728.164","10124548.732","10151216.077","10195639.336","10213213.506","10231453.511","10259414.678","10272418.635","","",
"South Sudan","SSD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284979.125","284626.25","284273.375","283920.5","283567.625","283214.75","282509","282509","282507","282527","","","",
"Sub-Saharan Africa","SSF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7468946.176","7465028.571","7472022.854","7471910.963","7469158.88","7472255.933","7473003.79","7486562.816","7493085.943","7496327.886","7511984.677","7516754.261","7520784.236","7518443.476","7531716.168","7538822.508","7543328.751","7558907.779","7564392.428","7576227.165","7591145.224","7603198.479","7618885.596","7632897.681","7666624.38","7688302.991","7694831.411","7715399.141","7729569.938","7757668.56","7786611.907","7824829.605","8243615.688","8290728.278","8347077.911","8375834.251","8408528.857","8431224.699","8480234.75","8514053.214","8538060.841","8558878.651","8599951.396","8620089.59","8695972.615","8714658.341","8753543.749","8781541.062","8828646.513","8874341.856","8918019.147","10364389.24","10406410.317","10436607.493","10473790.494","10498210.172","10526632.577","10574684.836","10595129.006","10616230.011","10647133.588","10657003.465","","",
"Small states","SST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","103681","103811","103881","103981","104162","104272","104332","104442","104462","103587","103542","103772","103924","102581","99875","100133.417","99987.833","99702.25","98813.667","97874.083","97543.5","97248.917","96939.333","97145","97364.667","98045.333","98363.6","98401.667","98138.733","98292.8","99222.867","99582.933","99411","97103.067","97003.133","97485.2","97778.267","97880.333","97974.4","98349.667","98203.333","96352","97836.667","97112.633","98268","98092.1","97851.2","97048.4","97549.4","97662.133","97759.7","97844.4","95086.265","95435.2","95966.2","95991.7","95767.9","95822.869","95697.084","95619.922","95407.057","95298.186","","",
"Sao Tome and Principe","STP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","350","350","350","350","360","360","360","360","360","360","370","370","370","370","370","370","370","370","370","370","370","330","340","290","300","300","300","310","300","290","300","300","300","310","280","280","270","310","350","360","360","360","360","350","340","340","340","340","340","330","340","350","350","370","370","400","410","420","420","420","420","","","",
"Suriname","SUR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","410","420","410","460","470","440","430","430","470","480","520","530","560","570","580","590","610","620","640","690","730","750","750","770","810","840","880","880","880","880","890","890","890","890","890","890","880","880","880","880","860","740","805","775","728","728","700","708","804","783","800","732","832","882","870","870","840","840","840","800","780","","","",
"Slovak Republic","SVK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24440","24450","24430","24430","24400","22550","22370","22360","19340","19410","19390","19300","19370","19300","19447","19297","19274","18934","18894","18886","18860","18790","18890","18850","18830","18560","","","",
"Slovenia","SVN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5640","5600","5490","5380","5250","4950","4900","5000","5180","5100","5050","5100","4920","5090","4910","4980","6185.6","6251.2","6238.6","6206.1","6117.9","6102.1","6148.4","6164.9","6174.8","6150.4","6120","6122.8","6104.9","6109.6","","","",
"Sweden","SWE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","42370","41720","39810","39430","38490","37970","37850","37210","37450","37530","37580","37340","37180","37350","37260","37350","37220","37280","37110","37040","36750","36600","36360","36110","34940","34760","34550","34370","34180","34130","33580","33440","33560","33560","32670","32970","32590","32310","31940","29741","30539","31399","31287","31532","32012","31501","31209","30758","30672","30737","30631","30315","30360.8","30360.7","30283.5","30209.2","30113.7","30003.9","30047.8","30055.4","30029.1","","","",
"Eswatini","SWZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","14680","14780","14740","14770","14840","14930","14970","14980","14940","14940","14940","15130","15130","14820","13130","13710","13930","13930","13400","12910","12840","12860","12880","12690","12840","13290","13070","12850","12640","12380","12270","12230","12220","12220","12220","12220","12230","12230","12230","12230","12240","12240","12240","12240","12240","12230","12230","12230","12240","12210.433","12210","12200","12187.465","12160","12120","12080","12040","12010","11970","11950","11950","","","",
"Sint Maarten (Dutch part)","SXM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","60","60","60","60","60","60","50","50","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","30","30","29","24","15","15","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","","","",
"Syrian Arab Republic","SYR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","149410","149700","150410","148540","142990","136300","136300","134210","134450","134590","134580","141610","144780","145170","141070","142130","140400","140090","139600","140620","141150","141130","139910","139730","139510","139200","139070","137330","134920","134950","135120","136130","136420","137860","137890","137900","138040","137540","137670","137110","137230","137590","138130","139050","138280","138770","138970","138980","139080","139080","139150","139210","139210","139190","139170","139161.26","139200.31","139176.88","139113.34","139133.76","139133.76","","","",
"Turks and Caicos Islands","TCA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","",
"Chad","TCD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479100","479200","480000","481000","481000","481500","481500","481500","481500","481500","481500","481500","481550","482050","482050","482300","482500","483000","483500","483700","484000","484200","484500","484300","486300","486300","486300","486300","487300","487300","488300","488300","489300","489300","489310","489310","490350","492350","493350","496850","500360","502360","502370","503380","503380","503380","503380","503380","503380","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5597903.667","5632710.591","5670344.704","5707202.983","5751662.275","5793824.3","5836626.801","5880025.676","5931457.77","5984818.719","6027840.3","6089571.172","6155528.746","6237179.174","6295977.767","6215665.568","6291754.731","6361320.077","6406978.78","6461768.171","6524459.501","6631007.767","6744447.766","6857523.2","7007764.5","7097415","7188693","7263770","7337971","7410238","7438952","7442194","7443747.22","7485297.51","7495986.46","7504954.64","7614718.1","7621953","7648729.5","7663772","7684913.444","7699169.889","7557157.733","7571617.778","7583277.322","7614937.667","7638401.111","7654626.556","7670444.882","7671322.97","7678125.778","7675388.475","7677601.306","7672052.011","7686483.619","7684184.59","7704925.579","7703981.883","7698483.678","7695798.733","7698067.622","7697187.982","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6717782","6719482","6726372","6725992","6724962","6727412","6724972","6729042","6738582","6733242","6733992","6737692","6735782","6731072","6726002","6727632","6728962","6728792","6736632","6732822","6731992","6717742","6712982","6722622","6727782","6731102","6740992","6739042","6741732","6739522","6743392","6741512","6713476","6705770","6644266","6619088","6639905","6626609","6621487","6619967","6604382","6580258","6556210","6541678","6527006","6510720","6480925","6470568","6461695","6507664","6495585","6490026","6489057.3","6488889.1","6483724","6478256","6472735.01","6465957.81","6507619","6504890.05","6505930.072","6503945.118","","",
"Togo","TGO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","30700","30700","30700","30700","30750","30750","30750","30750","30750","30750","28800","28800","28800","28800","28800","28800","28800","29800","30300","30350","30350","30350","30350","30850","30900","30900","31100","31400","31400","31600","31850","32050","32300","32500","32700","32900","33300","33500","33700","34000","34200","34400","34600","34800","35200","35700","35950","36350","36550","36650","36650","38500","38200","38200","38200","38200","38200","38200","38200","38200","38200","","","",
"Thailand","THA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","116530","119800","124600","126900","129400","132100","134600","137000","139200","142480","143990","152300","160800","168830","172200","175480","179650","183760","187020","189380","193410","197790","198980","200510","205770","207750","212400","213300","213370","213830","215160","213740","212450","213380","214310","215240","216170","217090","218020","218950","219880","220810","221740","222670","223600","224530","225450","226380","227310","228240","228280","228320","228362.654","228420","228460","228420","228470","228456.965","230000","232718.997","235000","","","",
"Tajikistan","TJK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","44890","45430","44700","45820","45850","45620","45470","45680","45730","45730","45710","45960","46500","46720","47350","47290","47270","47594","47557","47528","47490","47806","48122","48438","48754","49071","49116","49182","49160","49170","","","",
"Turkmenistan","TKM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","353500","354500","354500","355000","355000","355000","355000","355400","355000","355000","353500","351900","350500","348800","347000","345500","343500","342050","340000","338380","338380","338380","338380","338380","338380","338380","338380","338380","338380","338380","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5636950","5672130","5705169","5735998","5772097","5804775","5832784","5869093","5894342","5936061","5994890","6047628","6095477.061","6148485.121","6200505.182","6265806.659","6333798.136","6395279.614","6455422.091","6516038.648","6548189.046","6574180.523","6625662","6664020.727","6691470.365","6691239.641","6691183.839","6689902.397","6690459.393","6687388.751","6686008.265","6671295.458","6664187.913","6654250.297","6643777.587","6650746.287","6658556.127","6671648.317","6677342.107","6672513.028","6645984.177","6652422.588","6653406.64","6668249.813","6678366.175","6675345.372","6686339.563","6634767.988","6606928.242","6620899.452","6605906.422","6605766.012","6606368.457","6565758.465","6576079.378","6548862.958","6515904.946","6468220.182","6439308.461","6434839.574","6404388.184","6354914.84","","",
"Timor-Leste","TLS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2300","2300","2300","2300","2300","2300","2320","2320","2330","2430","2430","2450","2500","2500","2550","2580","2620","2710","2760","2790","2820","2840","2860","2890","2920","2950","2990","3030","3050","3180","3300","3300","3350","3400","3400","3420","3430","3410","3370","3370","3366","3362","3338","3334","3330","3326","3322","3368","3384","3380","3386","3391","3396","3401","3406","3411","3416","3421","3414","3414","3414","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2740030","2740740","2744280","2750300","2761810","2763970","2771260","2771500","2763900","2773130","2791050","2811710","2825492","2819983","2813383","2813050","2813900","2815670","2826340","2825170","2779146","2807183.4","2793317.4","2811403.6","2811068","2796028","2813110","2808220","2809168","2803542","2823129","2842364.8","2856456.8","2860811.6","2863406","2869200.6","2865075.2","2876242.2","2862261","2854866","2864656","2869406","2877474","2878670","2710037","2716410","2719466","2689544","2687248","2691723","2700518","2703931.9","2708927.55","2705240.9","2705859.771","2717302.514","2727437.088","2727769.948","2713278.453","2728636.337","2722331.13","2730866.636","","",
"Tonga","TON","Agricultural land (sq. km)","AG.LND.AGRI.K2","","270","280","290","290","300","310","310","310","330","320","320","330","330","340","340","330","330","330","330","340","340","340","330","330","330","330","330","330","320","320","320","320","320","320","330","330","310","310","310","300","300","300","300","300","300","310","310","310","320","320","320","330","330","340","350","350","350","350","350","350","350","","","",
"South Asia (IDA & IBRD)","TSA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1900740","1915870","1916250","1922580","1928940","1933110","1936970","1942960","1937370","1941710","1939410","1944950","1954360","1960210","1964650","1964730","1964620","1975100","1974040","1971130","1972540","1975776","1972822","1983888","1982504","1981430","1985996","1984612","1988848","1987444","1989070","1978682","1978304","1976696","1974098","1970240","1974682","1974424","1976686","1975611","1970890","1971020","1967690","1968210","1967510","1963950","1960120","1962853","1965910","1960869","1961811","1961156.453","1961281.921","1961368.167","1961178.868","1960228.801","1956504.043","1955154.901","1956110.995","1950819.76","1950286.958","1949964.763","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7468946.176","7465028.571","7472022.854","7471910.963","7469158.88","7472255.933","7473003.79","7486562.816","7493085.943","7496327.886","7511984.677","7516754.261","7520784.236","7518443.476","7531716.168","7538822.508","7543328.751","7558907.779","7564392.428","7576227.165","7591145.224","7603198.479","7618885.596","7632897.681","7666624.38","7688302.991","7694831.411","7715399.141","7729569.938","7757668.56","7786611.907","7824829.605","8243615.688","8290728.278","8347077.911","8375834.251","8408528.857","8431224.699","8480234.75","8514053.214","8538060.841","8558878.651","8599951.396","8620089.59","8695972.615","8714658.341","8753543.749","8781541.062","8828646.513","8874341.856","8918019.147","10364389.24","10406410.317","10436607.493","10473790.494","10498210.172","10526632.577","10574684.836","10595129.006","10616230.011","10647133.588","10657003.465","","",
"Trinidad and Tobago","TTO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","970","970","980","980","980","980","980","980","980","980","1010","1010","1100","1110","1060","1060","1060","1060","1060","1010","950","880","740","740","710","710","710","720","720","770","810","810","810","810","760","760","710","660","670","670","600","600","600","550","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","","","",
"Tunisia","TUN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","86480","86460","86440","87260","87240","87220","87200","87180","88680","90530","90580","91560","92440","92920","93600","94280","94730","93570","92930","90610","91280","92160","93210","93420","92880","91940","92060","91700","92190","91910","92100","93550","94220","92830","93480","93240","93470","94200","95260","95510","94990","97630","97840","98300","98240","98060","98050","98810","97890","100380","100720","99220","99430","97610","98340","97026","97429","97005","97005","97005","97005","","","",
"Turkiye","TUR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","365170","366480","373700","372920","372960","374840","373000","376010","386430","381780","383140","388260","387870","383280","379620","379030","380290","380450","388920","385790","386130","371910","367180","376130","381300","384830","394270","392630","398970","396770","400670","399040","399130","401490","394930","393640","392420","399190","403020","404790","409680","411960","406440","412100","412230","404930","395050","391220","389110","390120","382470","384070","384230","385540","385510","383280","379640","378020","377160","377620","380890","","","",
"Tuvalu","TUV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","17","17","17","17","17","17","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","","","",
"Tanzania","TZA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","260000","260000","270000","270000","270000","270000","270000","270000","270000","280000","290000","290000","290000","290000","290000","290000","290000","300000","300000","300000","310000","310000","310000","310000","320000","320000","320000","320000","320000","311899.9","315619.9","319339.9","323059.9","326779.9","330499.9","334219.9","337030","338000","339000","340000","341000","342000","342700","347571","353142","358713","364184","369744","371867","373990","376113","374975.94","380359","382482","384605","386728","388851","390974","393097","395212","395212","","","",
"Uganda","UGA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","90180","91140","92580","98730","98710","98850","98880","99250","99500","99800","100300","101000","101800","102640","104070","105380","105380","106100","106100","106800","107600","108400","113000","115000","116000","118170","118170","118170","118620","119620","120320","120520","120820","121020","121220","121720","121720","122420","122620","125120","126120","128120","131120","132620","132620","134627.5","136635","139142.5","141150","142650","143650","144150","144150","144150","144150","144150","144150","144150","144150","144150","144150","","","",
"Ukraine","UKR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","419290","418900","418610","418530","418400","418540","416110","414530","414060","413850","413960","413550","413540","413040","412840","412660","412920","412760","412670","412810","412970","415260","415110","415080","415150","414890","413290","413110","413110","413110","","","",
"Upper middle income","UMC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16238476.967","16295393.891","16362087.004","16414714.283","16482521.575","16553811.6","16620183.101","16700980.976","16784702.07","16874182.019","16995642.6","17118191.472","17226698.107","17336396.595","17419915.249","17386922.11","17517020.334","17640814.741","17757873.504","17847057.036","17895386.347","18019753.673","18186012.733","18344768.227","18527800.498","18616511.608","18724275.139","18803602.03","18878471.36","18947153.051","18995979.338","18998737.665","19001098.073","19038214.41","18984223.654","18980730.307","19083080.6","19109044.244","19123655.487","19127256.861","19114778.378","19121923.157","18973575.976","18996736.818","18836789.247","18845766.801","18861001.748","18787383.885","18762972.201","18838442.925","18812637.09","18811751.21","18811187.912","18765012.992","18770609.119","18743341.693","18732641.353","18684692.466","18690702.044","18689223.02","18664537.596","18616454.395","","",
"Uruguay","URY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","163540","162490","161410","160840","159730","159150","158420","157220","156480","154810","154410","154000","153600","153210","152810","152400","152010","151610","151210","150810","150530","150210","149920","149620","149330","148950","148580","148390","148220","149170","149210","149250","149300","149340","149380","149410","149450","149500","149540","149580","149620","149230","149270","148290","148320","146950","145500","146740","148140","144330","145260","142370","143467","144751","144676","142653","142229","141908","141273","140634","140696.05","","","",
"United States","USA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4475090","4439910","4414430","4390120","4358730","4355500","4353070","4357950","4354470","4344000","4333000","4323000","4312000","4301580","4301580","4301580","4303310","4281630","4281630","4281630","4281630","4313990","4313990","4313990","4313990","4313990","4269480","4269480","4269480","4269480","4269480","4254290","4229480","4211390","4201390","4163060","4148850","4145880","4138870","4143990","4149440","4130640","4130223","4129809","4129396","4128988","4128576","4109023","4089470","4069917","4050364","4030810.538","4036270","4041729","4047187","4052646","4058103.538","4058103.538","4058103.538","4058103.538","4058103.538","","","",
"Uzbekistan","UZB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","277240","276470","276400","276430","276400","276370","273340","273310","273280","273250","270460","268650","266840","265030","263220","261410","259600","257790","255980","254170","252360","250600","255420","255480","255457","255332","255203","255553","256825","256906","","","",
"St. Vincent and the Grenadines","VCT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100","100","110","110","110","110","110","110","110","110","110","110","100","100","100","100","110","110","120","120","120","110","120","120","120","130","116.6","113","109.4","105.8","102.2","98.6","95","91.4","87.8","84.2","80.6","77","73.4","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","","","",
"Venezuela, RB","VEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","192320","193020","193720","194440","195140","195840","196660","197580","198400","199330","200260","200650","201790","202440","202980","204700","206840","207400","209000","210200","210400","211600","212800","213900","216400","218500","219600","220100","218100","218600","218570","216070","216030","216060","216160","216260","216360","216360","216330","216350","216380","216380","215400","215900","215950","215550","215590","216000","215000","215000","215000","215000","215000","215000","215000","215000","215000","215000","215000","215000","215000","","","",
"British Virgin Islands","VGB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","60","60","60","60","60","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","90","90","90","90","90","90","90","90","80","80","80","80","80","80","80","80","80","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","","","",
"Virgin Islands (U.S.)","VIR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","120","120","140","160","160","160","150","150","150","150","150","150","150","150","150","150","150","150","150","160","160","150","140","140","120","120","120","110","110","100","100","100","100","90","80","80","80","80","70","70","70","60","60","60","60","40","40","40","40","40","40","40","40","40","40","40","40","33","33","33","33","","","",
"Viet Nam","VNM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","62920","62970","63020","63070","63120","63170","63420","63670","63820","64170","64220","64470","64820","65070","65120","67220","68120","68360","68500","68580","68760","68840","69020","69100","67500","67250","67100","67100","67150","67260","67510","70250","70870","71400","70790","76820","78440","80550","84130","87800","94830","94550","95370","97956","100541","100780","100626","102408","102920","107601","107686","107933","108528","108737","121478","121722","121688","121405","123880","123600","123600","","","",
"Vanuatu","VUT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1050","1050","1050","1050","1130","1130","1130","1130","1130","1200","1200","1200","1200","1200","1260","1260","1270","1270","1280","1280","1310","1320","1350","1350","1370","1410","1430","1470","1490","1520","1540","1570","1590","1600","1650","1670","1680","1720","1730","1750","1770","1780","1800","1810","1830","1850","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","","","",
"World","WLD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","42989270.908","43063853.097","43155594.96","43241665.662","43344402.685","43431091.11","43532759.85","43870740.723","43916454.522","43867771.21","44016406.264","44147455.053","44242402.163","44365482.391","44475861.737","44479627.255","44533218.238","44713778.09","44804122.206","44940809.17","45003343.273","45142788.183","45222238.432","45500452.39","45764322.389","45728946.189","45890396.828","46033946.199","46129632.217","46234318.884","46278161.599","46317466.16","46690219.132","46897886.526","46876646","46946005.823","47134532.598","47264865.799","47284472.906","47326587.076","47326711.316","47236201.331","47027803.302","46611162.706","46677930.454","46680306.435","46592866.876","46456017.305","46411676.665","46419479.334","46630236.169","48000131.943","47895208.186","47891054.405","47683231.781","47627691.239","47943570.04","47785547.076","47830686.927","47748735.469","47809377.168","47730613.355","","",
"Samoa","WSM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","560","570","570","570","620","620","620","630","630","635","640","640","640","640","650","690","710","710","735","740","770","770","776","780","780","784","767","770","542","540","540","520","520","510","510","510","510","510","508","480","480","470","450","430","420","402","385","370","349","415","480","545","610","675","756.2","688.1","620","551.7","494.1","494.1","494.1","","","",
"Kosovo","XKX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","233370","233480","233600","233700","233800","233910","233980","234030","234130","234180","234260","234370","234420","234470","234600","234600","234600","234620","234630","234630","234650","234650","234650","234650","234700","234700","234790","234790","234810","236260","236310","234810","237250","237300","237360","237550","237200","236800","236680","236690","235950","236560","234950","235570","235230","236270","236270","235170","234520","235790","234520","235010","234990","234516","234326","233858","234520","234520","234520","234520","234520","","","",
"South Africa","ZAF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1013350","1001350","989950","977500","966100","964240","961480","959270","956960","954650","952340","950080","947720","945560","943050","940690","940580","940670","940560","940550","940440","940330","940330","940330","940330","944000","946500","949000","953000","956000","960050","964730","969360","972650","975200","978900","979450","979880","980580","981250","980130","980280","979280","976080","974830","968880","968900","971080","969880","968910","963740","963410","963410","963410","963410","963410","963410","963410","963410","963410","963410","","","",
"Zambia","ZMB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","193070","193600","194040","194590","195130","196070","196610","197350","198040","198740","200530","200930","201440","202020","202370","202650","202740","201550","197800","198460","199530","200390","201360","202220","203290","204240","205210","206170","207600","208110","208260","210650","212020","214730","216530","218340","220070","221740","223540","225260","225550","226160","229090","228970","227620","230480","229840","230870","235860","234360","236360","238360","237370","237380","237390","237390","238390","238390","238390","238390","238390","","","",
"Zimbabwe","ZWE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","109850","110700","111550","112400","113050","114100","114950","115800","116650","117500","118350","119000","119350","120200","120550","120900","121150","121650","122150","122750","123500","124350","125100","125650","126400","127150","127900","128800","129550","130100","131800","133500","135200","137200","138600","142350","144190","145200","148400","150600","152400","154700","156500","160000","161000","163000","162000","164500","163000","162000","164000","162000","162000","162000","162000","162000","162000","162000","162000","162000","162000","","","",
